id,created,status,ticket_type,title,pi_name,fundingType,application,hoursLogged,daysOpen
763,3/12/2015 11:49,Closed,HD,Ticket 763,Isadora Tillman,Department Funds,BioMS,15.42632523,29
764,3/12/2015 11:50,Closed,HD,Ticket 764,Isadora Tillman,Department Funds,BioMS,9.458989213,18
765,3/12/2015 11:54,Closed,HD,Ticket 765,Isadora Tillman,Department Funds,BioMS,11.10427128,1
766,3/12/2015 11:56,Closed,HD,Ticket 766,Isadora Tillman,Department Funds,BioMS,17.65913534,10
767,3/12/2015 11:56,Closed,HD,Ticket 767,Isadora Tillman,Department Funds,BioMS,3.326973976,17
768,3/12/2015 12:02,Closed,HD,Ticket 768,Isadora Tillman,Department Funds,BioMS,15.98502976,14
769,3/12/2015 12:10,Closed,HD,Ticket 769,Isadora Tillman,Department Funds,BioMS,12.10487854,4
770,3/12/2015 12:18,Closed,HD,Ticket 770,Isadora Tillman,Department Funds,BioMS,7.288703374,18
771,3/12/2015 12:18,Closed,HD,Ticket 771,Isadora Tillman,Department Funds,BioMS,17.16945204,6
772,3/12/2015 12:20,Closed,HD,Ticket 772,Isadora Tillman,Department Funds,BioMS,13.30685335,18
773,3/12/2015 12:28,Closed,HD,Ticket 773,Isadora Tillman,Department Funds,BioMS,5.338079302,4
774,3/12/2015 12:28,Closed,HD,Ticket 774,Isadora Tillman,Department Funds,BioMS,14.98775866,23
775,3/12/2015 12:32,Closed,HD,Ticket 775,Isadora Tillman,Department Funds,BioMS,10.3383644,27
776,3/12/2015 12:39,Closed,HD,Ticket 776,Isadora Tillman,Department Funds,BioMS,0.321513575,3
777,3/12/2015 13:32,Closed,HD,Ticket 777,Isadora Tillman,Department Funds,BioMS,18.27032568,6
778,3/12/2015 13:36,Closed,HD,Ticket 778,Isadora Tillman,Department Funds,BioMS,1.358423686,28
779,3/12/2015 13:50,Closed,HD,Ticket 779,Isadora Tillman,Department Funds,BioMS,13.2115366,11
780,3/12/2015 15:08,Closed,HD,Ticket 780,Isadora Tillman,Department Funds,CPTAC,2.777485302,3
781,3/12/2015 16:02,Closed,HD,Ticket 781,Isadora Tillman,Department Funds,RPR-ClinPortal,18.80452955,2
782,3/12/2015 16:06,Resolved,HD,Ticket 782,Isadora Tillman,Department Funds,RPR-ClinPortal,1.484312003,21
783,3/12/2015 16:58,Done,II,Ticket 783,Isadora Tillman,Not billable,CDS (PES),1.85917513,3
784,3/13/2015 10:38,Closed,HD,Ticket 784,Isadora Tillman,Department Funds,HealthStreet,13.94215939,4
785,3/13/2015 11:54,Closed,HD,Ticket 785,Isadora Tillman,Department Funds,BioMS,13.92344993,16
786,3/13/2015 12:18,Closed,HD,Ticket 786,Isadora Tillman,Department Funds,BioMS,1.852797242,8
787,3/13/2015 12:26,Closed,HD,Ticket 787,Isadora Tillman,Department Funds,BioMS,7.09151561,12
788,3/13/2015 13:20,Closed,HD,Ticket 788,Isadora Tillman,Department Funds,OpenSpecimen,2.734521472,20
789,3/13/2015 13:26,Closed,HD,Ticket 789,Isadora Tillman,Department Funds,BioMS,0.480163936,15
790,3/13/2015 13:43,Closed,HD,Ticket 790,Ashely Horne,Department Funds,BioMS,6.498380984,2
791,3/13/2015 14:20,Closed,HD,Ticket 791,Ashely Horne,Department Funds,BioMS,3.22956544,5
792,3/13/2015 15:00,Closed,HD,Ticket 792,Ashely Horne,Department Funds,BioMS,10.58068758,6
793,3/13/2015 15:29,Closed,HD,Ticket 793,Ashely Horne,Department Funds,BioMS,17.56643466,0
794,3/13/2015 15:38,Closed,HD,Ticket 794,Ashely Horne,Department Funds,BioMS,3.525331904,30
795,3/13/2015 16:04,Closed,HD,Ticket 795,Ashely Horne,Department Funds,RPR-ClinPortal,13.48868823,5
796,3/13/2015 16:12,Closed,HD,Ticket 796,Ashely Horne,Department Funds,RPR-ClinPortal,12.89054706,9
797,3/13/2015 16:28,Resolved,HD,Ticket 797,Ashely Horne,Department Funds,HealthStreet,0.490247474,15
798,3/16/2015 8:38,Done,II,Ticket 798,Ashely Horne,Not billable,CDS (PES),2.071151276,28
799,3/16/2015 9:28,Closed,HD,Ticket 799,Ashely Horne,Department Funds,RPR-ClinPortal,17.3499542,3
800,3/16/2015 9:54,Closed,HD,Ticket 800,Ashely Horne,Department Funds,BioMS,13.33299268,11
801,3/16/2015 9:56,Closed,HD,Ticket 801,Scott Lott,Department Funds,BioMS,4.143335678,9
802,3/16/2015 10:16,Closed,HD,Ticket 802,Scott Lott,Department Funds,BioMS,12.07236465,17
803,3/16/2015 10:18,Closed,HD,Ticket 803,Scott Lott,Department Funds,BioMS,8.69435412,19
804,3/16/2015 12:58,Closed,HD,Ticket 804,Scott Lott,Department Funds,BioMS,9.280961982,2
805,3/16/2015 14:36,Closed,HD,Ticket 805,Scott Lott,Department Funds,BioMS,7.636658258,26
806,3/16/2015 14:48,Closed,HD,Ticket 806,Scott Lott,Department Funds,RPR-ClinPortal,11.35269441,6
807,3/16/2015 14:52,Closed,HD,Ticket 807,Scott Lott,Department Funds,ClinPortal,9.790560111,17
808,3/16/2015 15:50,Closed,HD,Ticket 808,Scott Lott,Department Funds,BioMS,0.703600059,10
809,3/16/2015 16:06,Closed,HD,Ticket 809,Scott Lott,Department Funds,BioMS,1.526705545,14
810,3/16/2015 17:14,Closed,HD,Ticket 810,Scott Lott,Department Funds,CPTAC,19.10061161,9
811,3/17/2015 9:44,Closed,HD,Ticket 811,Scott Lott,Department Funds,BioMS,14.52803806,27
812,3/17/2015 11:22,Closed,HD,Ticket 812,Scott Lott,Department Funds,BioMS,17.35742098,24
813,3/17/2015 11:30,Closed,HD,Ticket 813,Scott Lott,Department Funds,BioMS,5.346752099,24
814,3/17/2015 12:02,Closed,HD,Ticket 814,Scott Lott,Department Funds,CIDER,6.643434909,29
815,3/17/2015 12:28,Closed,HD,Ticket 815,Scott Lott,Department Funds,BioMS,10.32178914,28
816,3/17/2015 12:36,Closed,HD,Ticket 816,Scott Lott,Department Funds,BioMS,13.24610792,19
817,3/17/2015 13:12,Closed,HD,Ticket 817,Scott Lott,Department Funds,CPTAC,3.926828782,11
818,3/17/2015 13:26,Closed,HD,Ticket 818,Scott Lott,Department Funds,CPTAC,18.3339523,20
819,3/17/2015 13:28,Closed,HD,Ticket 819,Scott Lott,Department Funds,BioMS,8.343558357,7
820,3/17/2015 13:52,Closed,HD,Ticket 820,Scott Lott,Department Funds,BioMS,13.17879827,4
821,3/17/2015 13:58,Closed,HD,Ticket 821,Scott Lott,Department Funds,BioMS,0.483386015,22
822,3/17/2015 14:54,Closed,HD,Ticket 822,Scott Lott,Department Funds,BioMS,17.88502555,17
823,3/17/2015 16:40,Closed,HD,Ticket 823,Scott Lott,Department Funds,CPTAC,0.391576935,7
824,3/17/2015 16:42,Closed,HD,Ticket 824,Scott Lott,Department Funds,BioMS,17.05072828,8
825,3/17/2015 16:48,Closed,HD,Ticket 825,Scott Lott,Department Funds,BioMS,14.91726481,5
826,3/17/2015 16:56,Closed,HD,Ticket 826,Scott Lott,Department Funds,BioMS,2.346624624,12
827,3/17/2015 17:14,Closed,HD,Ticket 827,Scott Lott,Department Funds,RPR-ClinPortal,8.445096958,20
828,3/18/2015 10:42,Closed,HD,Ticket 828,Scott Lott,Department Funds,OpenSpecimen,6.877406684,22
829,3/18/2015 11:26,Closed,HD,Ticket 829,Gannon Donovan,Department Funds,BioMS,11.83886689,28
830,3/18/2015 11:34,Closed,HD,Ticket 830,Gannon Donovan,Department Funds,BioMS,16.0058192,5
831,3/18/2015 11:38,Closed,HD,Ticket 831,Gannon Donovan,Department Funds,BioMS,0.108197863,11
832,3/18/2015 11:57,Closed,HD,Ticket 832,Gannon Donovan,Department Funds,BioMS,2.861054449,8
833,3/18/2015 14:21,Closed,HD,Ticket 833,Gannon Donovan,Department Funds,BioMS,4.68452795,26
834,3/18/2015 14:28,Closed,HD,Ticket 834,Gannon Donovan,Department Funds,BioMS,9.011315099,1
835,3/18/2015 14:37,Closed,HD,Ticket 835,Gannon Donovan,Department Funds,BioMS,14.50855529,2
836,3/18/2015 15:01,Closed,HD,Ticket 836,Wade Cochran,Department Funds,BioMS,16.70279218,30
837,3/18/2015 15:12,Closed,HD,Ticket 837,Wade Cochran,Unknown,CIDER,1.868406413,28
838,3/18/2015 15:36,Closed,HD,Ticket 838,Wade Cochran,Unknown,BioMS,3.001381165,20
839,3/18/2015 15:37,Closed,HD,Ticket 839,Demetria Howe,Unknown,BioMS,16.94987872,24
840,3/18/2015 15:45,Closed,HD,Ticket 840,Demetria Howe,Unknown,BioMS,3.756387502,9
841,3/18/2015 16:14,Closed,HD,Ticket 841,Demetria Howe,Unknown,HealthStreet,9.488147623,2
842,3/18/2015 16:21,Closed,HD,Ticket 842,Demetria Howe,Unknown,BioMS,4.513348211,19
843,3/18/2015 16:24,Closed,HD,Ticket 843,Walker Klein,Not billable,BioMS,0.803990166,9
844,3/18/2015 16:28,Closed,HD,Ticket 844,Walker Klein,Not billable,HealthStreet,10.66621928,16
845,3/18/2015 17:04,Closed,HD,Ticket 845,Walker Klein,Not billable,RPR-ClinPortal,7.414487469,18
846,3/18/2015 17:06,Closed,HD,Ticket 846,Walker Klein,Not billable,ClinPortal,18.0693803,26
847,3/18/2015 17:18,Closed,HD,Ticket 847,Walker Klein,Not billable,RPR-ClinPortal,8.77663653,16
848,3/18/2015 17:49,Closed,HD,Ticket 848,Walker Klein,Not billable,CIDER,9.421294628,13
849,3/18/2015 17:49,Closed,HD,Ticket 849,Walker Klein,Not billable,CIDER,0.252202157,2
850,3/18/2015 17:49,Closed,HD,Ticket 850,Walker Klein,Not billable,CIDER,7.486033612,8
851,3/19/2015 8:36,Closed,HD,Ticket 851,Walker Klein,Not billable,ClinPortal,19.35026497,7
852,3/19/2015 9:08,Closed,HD,Ticket 852,Walker Klein,Not billable,BioMS,11.77068629,18
853,3/19/2015 10:29,Closed,HD,Ticket 853,Walker Klein,Not billable,BioMS,19.77117346,12
854,3/19/2015 10:31,Closed,HD,Ticket 854,Walker Klein,Not billable,BioMS,12.15138703,18
855,3/19/2015 10:38,Closed,HD,Ticket 855,Walker Klein,Not billable,CIDER,14.96344514,20
856,3/19/2015 10:54,Closed,HD,Ticket 856,Walker Klein,Not billable,BioMS,18.05471521,2
857,3/19/2015 11:16,Closed,HD,Ticket 857,Walker Klein,Not billable,ClinPortal,1.42403748,20
858,3/19/2015 11:18,Closed,HD,Ticket 858,Walker Klein,Not billable,BioMS,11.35179253,10
859,3/19/2015 11:36,Closed,HD,Ticket 859,Walker Klein,Not billable,BioMS,2.5365359,20
860,3/19/2015 12:06,Closed,HD,Ticket 860,Walker Klein,Not billable,BioMS,10.57085096,20
861,3/19/2015 13:54,Closed,HD,Ticket 861,Walker Klein,Not billable,BioMS,14.60188548,22
862,3/19/2015 14:23,Closed,HD,Ticket 862,Walker Klein,Not billable,BioMS,12.98990303,29
863,3/19/2015 14:25,Closed,HD,Ticket 863,Walker Klein,Not billable,BioMS,12.41989134,0
864,3/19/2015 14:34,Closed,HD,Ticket 864,Walker Klein,Not billable,BioMS,9.571110232,29
865,3/19/2015 14:34,Closed,HD,Ticket 865,Walker Klein,Not billable,BioMS,10.58109174,2
866,3/19/2015 14:36,Closed,HD,Ticket 866,Walker Klein,Not billable,BioMS,4.884237042,23
867,3/19/2015 14:40,Closed,HD,Ticket 867,Walker Klein,Not billable,OpenSpecimen,16.45507033,21
868,3/19/2015 14:49,Closed,HD,Ticket 868,Walker Klein,Not billable,BioMS,1.557110075,21
869,3/19/2015 15:08,Closed,HD,Ticket 869,Walker Klein,Not billable,BioMS,2.995182141,8
870,3/19/2015 15:42,Closed,HD,Ticket 870,Walker Klein,Not billable,BioMS,15.16611407,19
871,3/19/2015 16:14,Closed,HD,Ticket 871,Walker Klein,Not billable,ClinPortal,2.866918728,7
872,3/19/2015 16:24,Closed,HD,Ticket 872,Josiah Barry,Not billable,BioMS,7.895524992,18
873,3/20/2015 9:25,Closed,HD,Ticket 873,Mollie Chang,Not billable,BioMS,4.337845887,22
874,3/20/2015 10:36,Closed,HD,Ticket 874,Mollie Chang,Not billable,RPR-ClinPortal,5.26636122,15
875,3/20/2015 10:54,Closed,HD,Ticket 875,Mollie Chang,Not billable,OpenSpecimen,18.24772319,17
876,3/20/2015 11:16,Closed,HD,Ticket 876,Mollie Chang,Not billable,RPR-ClinPortal,15.37984182,13
877,3/20/2015 11:41,Closed,HD,Ticket 877,Mollie Chang,Not billable,BioMS,1.238322811,30
878,3/20/2015 12:27,Closed,HD,Ticket 878,Piper Sherman,Not billable,BioMS,0.806860407,5
879,3/20/2015 12:31,Closed,HD,Ticket 879,Slade Acosta,Not billable,BioMS,4.866495897,5
880,3/20/2015 12:42,Closed,HD,Ticket 880,Lillith Austin,Not billable,CPTAC,13.1901149,6
881,3/20/2015 12:43,Closed,HD,Ticket 881,Emery Shepard,Not billable,CPTAC,18.01451333,18
882,3/20/2015 12:46,Closed,HD,Ticket 882,Emery Shepard,Not billable,CPTAC,10.95580912,20
883,3/20/2015 13:16,Closed,HD,Ticket 883,Emery Shepard,Not billable,RPR-ClinPortal,6.350256668,30
884,3/20/2015 13:20,Closed,HD,Ticket 884,Emery Shepard,Not billable,RPR-ClinPortal,19.1660627,20
885,3/20/2015 13:28,Closed,HD,Ticket 885,Deborah Silva,Not billable,RPR-ClinPortal,17.32617667,23
886,3/20/2015 15:44,Closed,HD,Ticket 886,Demetrius Terrell,Not billable,RPR-ClinPortal,18.10797623,11
887,3/20/2015 15:50,Closed,HD,Ticket 887,Demetrius Terrell,Not billable,RPR-ClinPortal,1.396488327,4
888,3/20/2015 15:58,Closed,HD,Ticket 888,Demetrius Terrell,Not billable,RPR-ClinPortal,6.652349854,16
889,3/20/2015 16:06,Closed,HD,Ticket 889,Demetrius Terrell,Not billable,BioMS,7.817516577,30
890,3/20/2015 16:08,Closed,HD,Ticket 890,Demetrius Terrell,Not billable,RPR-ClinPortal,14.15289378,8
891,3/23/2015 9:09,Closed,HD,Ticket 891,Demetrius Terrell,Not billable,BioMS,15.33332615,16
892,3/23/2015 9:12,Closed,HD,Ticket 892,Demetrius Terrell,Not billable,RPR-ClinPortal,1.770224152,27
893,3/23/2015 10:02,Closed,HD,Ticket 893,Yeo Blackwell,Not billable,RPR-ClinPortal,17.47558246,23
894,3/23/2015 11:06,Closed,HD,Ticket 894,Kyra Sweeney,Not billable,CIDER,9.300014387,20
895,3/23/2015 11:08,Closed,HD,Ticket 895,Kyra Sweeney,Not billable,ClinPortal,4.186796866,24
896,3/23/2015 12:22,Closed,HD,Ticket 896,Ivory Terry,Not billable,BioMS,1.793225705,23
897,3/23/2015 13:00,Closed,HD,Ticket 897,Kylee David,Not billable,BioMS,8.278523714,29
898,3/23/2015 15:05,Closed,HD,Ticket 898,Kylee David,Not billable,OpenSpecimen,4.144507268,16
899,3/23/2015 15:08,Closed,HD,Ticket 899,Kylee David,Not billable,OpenSpecimen,11.63134071,23
900,3/23/2015 15:46,Closed,HD,Ticket 900,Kylee David,Not billable,BioMS,4.456241671,5
901,3/23/2015 15:49,Closed,HD,Ticket 901,Kylee David,Not billable,BioMS,11.98230368,22
902,3/23/2015 16:02,Closed,HD,Ticket 902,Kylee David,Not billable,BioMS,7.164055162,2
903,3/23/2015 16:02,Closed,HD,Ticket 903,Kylee David,Not billable,CIDER,13.1476203,17
904,3/24/2015 10:14,Closed,HD,Ticket 904,Lydia Mendoza,Not billable,BioMS,17.81624921,23
905,3/24/2015 10:33,Closed,HD,Ticket 905,Lydia Mendoza,Not billable,BioMS,17.18390654,19
906,3/24/2015 11:10,Closed,HD,Ticket 906,Lydia Mendoza,Not billable,CPTAC,3.487903191,26
907,3/24/2015 11:34,Closed,HD,Ticket 907,Lydia Mendoza,Not billable,RPR-ClinPortal,6.194230984,15
908,3/24/2015 11:36,Closed,HD,Ticket 908,Lydia Mendoza,Not billable,CPTAC,10.1363883,17
909,3/24/2015 11:48,Closed,HD,Ticket 909,Lydia Mendoza,Not billable,BioMS,17.65338776,14
910,3/24/2015 12:02,Closed,HD,Ticket 910,Lydia Mendoza,Not billable,ClinPortal,3.468532425,11
911,3/24/2015 12:18,Closed,HD,Ticket 911,Lydia Mendoza,Not billable,BioMS,17.47010916,18
912,3/24/2015 12:26,Closed,HD,Ticket 912,Lydia Mendoza,Not billable,CPTAC,16.05218728,2
913,3/24/2015 12:40,Closed,HD,Ticket 913,Lydia Mendoza,Not billable,BioMS,1.628788203,23
914,3/24/2015 12:50,Closed,HD,Ticket 914,Christian Doyle,Not billable,BioMS,12.40146152,30
915,3/24/2015 13:46,Closed,HD,Ticket 915,Christian Doyle,Not billable,BioMS,15.48401867,19
916,3/24/2015 14:15,Completed,CSA,Ticket 916,Christian Doyle,Unknown,ClinPortal,2.608730352,11
917,3/24/2015 14:36,Closed,HD,Ticket 917,Heidi Combs,Not billable,BioMS,13.26067278,22
918,3/24/2015 14:43,Closed,HD,Ticket 918,Heidi Combs,Not billable,BioMS,3.642718915,29
919,3/24/2015 15:08,Closed,HD,Ticket 919,April Ball,Not billable,BioMS,5.804808029,11
920,3/24/2015 15:28,Closed,HD,Ticket 920,April Ball,Not billable,ClinPortal,14.98520352,21
921,3/24/2015 15:36,Closed,HD,Ticket 921,April Ball,Not billable,RPR-ClinPortal,13.08631803,20
922,3/24/2015 16:00,Closed,HD,Ticket 922,April Ball,Not billable,BioMS,0.89230968,2
923,3/24/2015 16:18,Closed,HD,Ticket 923,April Ball,Not billable,CPTAC,2.667550355,26
924,3/25/2015 9:06,Closed,HD,Ticket 924,April Ball,Not billable,BioMS,3.108366419,2
925,3/25/2015 9:12,Closed,HD,Ticket 925,April Ball,Not billable,BioMS,9.507259374,12
926,3/25/2015 9:16,Closed,HD,Ticket 926,April Ball,Not billable,RPR-ClinPortal,1.369948722,4
927,3/25/2015 10:22,Closed,HD,Ticket 927,Donna Cline,Not billable,BioMS,1.332905849,21
928,3/25/2015 10:36,Closed,HD,Ticket 928,Pearl Ball,Not billable,RPR-ClinPortal,1.499950671,13
929,3/25/2015 12:00,Closed,HD,Ticket 929,Pearl Ball,Not billable,CPTAC,18.62551051,11
930,3/25/2015 12:27,Closed,HD,Ticket 930,Pearl Ball,Not billable,BioMS,17.85090734,8
931,3/25/2015 13:22,Closed,HD,Ticket 931,Tobias Rodriguez,Not billable,BioMS,3.523825755,9
932,3/25/2015 13:24,Closed,HD,Ticket 932,Tobias Rodriguez,Not billable,CPTAC,8.787481192,6
933,3/25/2015 13:52,Closed,HD,Ticket 933,Tobias Rodriguez,Not billable,OpenSpecimen,2.044386787,16
934,3/25/2015 14:01,New,CWL,Ticket 934,Tobias Rodriguez,Unknown,OpenSpecimen,9.310106847,534
935,3/25/2015 14:20,Closed,HD,Ticket 935,Tobias Rodriguez,Not billable,BioMS,18.56520782,26
936,3/25/2015 14:22,Closed,HD,Ticket 936,Avram Shepard,Not billable,BioMS,1.428652367,21
937,3/25/2015 15:06,Closed,HD,Ticket 937,Avram Shepard,Not billable,CPTAC,16.87899181,2
938,3/25/2015 15:26,Closed,HD,Ticket 938,Avram Shepard,Not billable,RPR-ClinPortal,18.97867928,19
939,3/26/2015 8:24,Closed,HD,Ticket 939,Avram Shepard,Not billable,RPR-ClinPortal,5.775803283,7
940,3/26/2015 9:34,Closed,HD,Ticket 940,Avram Shepard,Not billable,RPR-ClinPortal,10.56153758,10
941,3/26/2015 10:08,Closed,HD,Ticket 941,Avram Shepard,Not billable,BioMS,18.09271827,2
942,3/26/2015 10:40,Closed,HD,Ticket 942,Avram Shepard,Not billable,ClinPortal,13.96602514,9
943,3/26/2015 12:30,Closed,HD,Ticket 943,Blake Fleming,Not billable,ClinPortal,9.902888964,20
944,3/26/2015 12:34,Closed,HD,Ticket 944,Leslie Mueller,Not billable,BioMS,17.01394369,21
945,3/26/2015 12:38,Closed,HD,Ticket 945,Thane Summers,Not billable,BioMS,17.77320932,2
946,3/26/2015 13:04,Closed,HD,Ticket 946,Thane Summers,Not billable,BioMS,9.91946726,28
947,3/26/2015 14:10,Closed,HD,Ticket 947,Thane Summers,Not billable,BioMS,6.579155774,8
948,3/26/2015 14:14,Closed,HD,Ticket 948,Thane Summers,Not billable,BioMS,15.15826743,23
949,3/26/2015 14:26,Closed,HD,Ticket 949,Colby Glass,Not billable,BioMS,14.46230561,16
950,3/26/2015 14:42,Closed,HD,Ticket 950,Ivy Church,Not billable,BioMS,1.296057512,10
951,3/26/2015 15:05,Closed,HD,Ticket 951,Ivy Church,Not billable,BioMS,14.31761256,5
952,3/26/2015 15:13,Closed,HD,Ticket 952,Ivy Church,Not billable,BioMS,9.117284676,2
953,3/26/2015 16:00,Closed,HD,Ticket 953,Rooney Blake,Not billable,CIDER,14.29360823,7
954,3/26/2015 16:18,Closed,HD,Ticket 954,Adrienne Bates,Not billable,BioMS,4.066438246,21
955,3/26/2015 16:42,Closed,HD,Ticket 955,Adrienne Bates,Not billable,BioMS,0.371372435,7
956,3/27/2015 7:38,Closed,HD,Ticket 956,Howard Chapman,Not billable,RPR-ClinPortal,2.94150562,0
957,3/27/2015 12:56,Closed,HD,Ticket 957,Howard Chapman,Not billable,BioMS,5.28636101,18
958,3/27/2015 12:58,Closed,HD,Ticket 958,Mollie Chang,Not billable,BioMS,15.34763606,20
959,3/27/2015 13:31,Closed,HD,Ticket 959,Mollie Chang,Not billable,BioMS,13.47180153,0
960,3/27/2015 13:46,Closed,HD,Ticket 960,Mollie Chang,Not billable,BioMS,14.41363029,23
961,3/27/2015 14:52,Closed,HD,Ticket 961,Mollie Chang,Not billable,BioMS,15.7100408,5
962,3/27/2015 15:44,Closed,HD,Ticket 962,Mollie Chang,Not billable,BioMS,12.59324382,11
963,3/27/2015 15:49,Closed,HD,Ticket 963,Mollie Chang,Not billable,BioMS,5.100866551,9
964,3/27/2015 15:50,Closed,HD,Ticket 964,Mollie Chang,Not billable,ClinPortal,15.35880178,10
965,3/27/2015 15:52,Closed,HD,Ticket 965,Mollie Chang,Not billable,BioMS,10.72075753,3
966,3/27/2015 15:54,Closed,HD,Ticket 966,Mollie Chang,Not billable,RPR-ClinPortal,2.349780705,28
967,3/27/2015 15:57,Closed,HD,Ticket 967,Mollie Chang,Not billable,BioMS,12.86124309,7
968,3/27/2015 16:37,Closed,HD,Ticket 968,Mollie Chang,Not billable,BioMS,16.12635952,3
969,3/27/2015 16:58,Closed,HD,Ticket 969,Mollie Chang,Not billable,BioMS,16.98316212,8
970,3/27/2015 17:00,Closed,HD,Ticket 970,Mollie Chang,Not billable,BioMS,1.725624831,6
971,3/27/2015 17:00,Closed,HD,Ticket 971,Mollie Chang,Not billable,RPR-ClinPortal,16.95659229,26
972,3/30/2015 10:54,Closed,HD,Ticket 972,Mollie Chang,Not billable,CIDER,15.75014818,2
973,3/30/2015 11:15,Closed,HD,Ticket 973,Mollie Chang,Not billable,BioMS,13.25444617,1
974,3/30/2015 11:24,Closed,HD,Ticket 974,Mollie Chang,Not billable,BioMS,17.43904038,28
975,3/30/2015 12:06,Closed,HD,Ticket 975,Mollie Chang,Not billable,BioMS,1.179980774,21
976,3/30/2015 12:40,Closed,HD,Ticket 976,Mollie Chang,Not billable,RPR-ClinPortal,11.79498874,6
977,3/30/2015 13:28,Closed,HD,Ticket 977,Mollie Chang,Not billable,BioMS,7.748319142,1
978,3/30/2015 14:07,Closed,HD,Ticket 978,Mollie Chang,Not billable,BioMS,17.3382691,10
979,3/30/2015 14:08,Closed,HD,Ticket 979,Mollie Chang,Not billable,RPR-ClinPortal,3.780417251,1
980,3/30/2015 14:12,Closed,HD,Ticket 980,Mollie Chang,Not billable,ClinPortal,3.632603163,14
981,3/30/2015 14:42,Closed,HD,Ticket 981,Elvis Daniels,Not billable,BioMS,15.99560455,12
982,3/30/2015 15:18,Closed,HD,Ticket 982,Elvis Daniels,Not billable,BioMS,2.672168397,21
983,3/30/2015 15:20,Closed,HD,Ticket 983,Elvis Daniels,Not billable,BioMS,1.790833385,15
984,3/30/2015 15:22,Closed,HD,Ticket 984,Elvis Daniels,Not billable,OpenSpecimen,12.60261665,27
985,3/30/2015 16:24,Closed,HD,Ticket 985,Elvis Daniels,Not billable,BioMS,2.496962186,11
986,3/30/2015 16:40,Closed,HD,Ticket 986,Elvis Daniels,Not billable,RPR-ClinPortal,16.01214261,22
987,3/31/2015 9:12,Closed,HD,Ticket 987,Elvis Daniels,Not billable,BioMS,17.59132167,4
988,3/31/2015 10:36,Closed,HD,Ticket 988,Elvis Daniels,Not billable,RPR-ClinPortal,17.45323213,5
989,3/31/2015 11:44,Closed,HD,Ticket 989,Elvis Daniels,Not billable,BioMS,18.86313809,20
990,3/31/2015 12:58,Closed,HD,Ticket 990,Wynne Higgins,Not billable,RPR-ClinPortal,12.44499301,18
991,3/31/2015 13:50,Closed,HD,Ticket 991,Tad Porter,Not billable,BioMS,13.70808923,26
992,3/31/2015 14:08,Closed,HD,Ticket 992,Walker Klein,Not billable,BioMS,1.931745676,7
993,3/31/2015 15:42,Closed,HD,Ticket 993,Walker Klein,Not billable,BioMS,7.184139169,29
994,3/31/2015 15:50,Closed,HD,Ticket 994,Walker Klein,Not billable,BioMS,2.387012981,20
995,3/31/2015 15:52,Closed,HD,Ticket 995,Walker Klein,Not billable,BioMS,8.93883046,9
996,3/31/2015 16:04,Closed,HD,Ticket 996,Melinda Bradley,Not billable,BioMS,0.279018138,7
997,4/1/2015 11:12,Closed,HD,Ticket 997,Melinda Bradley,Not billable,BioMS,11.21916524,19
998,4/1/2015 11:48,Closed,HD,Ticket 998,Jerome Hensley,Not billable,BioMS,10.58688003,5
999,4/1/2015 12:34,Closed,HD,Ticket 999,Walker Klein,Not billable,BioMS,14.80689085,13
1000,4/1/2015 14:24,Closed,HD,Ticket 1000,Mollie Chang,Not billable,BioMS,9.186446311,6
1001,4/1/2015 14:48,Closed,HD,Ticket 1001,Illana Briggs,Not billable,CIDER,5.94440366,20
1002,4/1/2015 15:43,Closed,HD,Ticket 1002,Tobias Rodriguez,Not billable,CIDER,18.14222444,28
1003,4/1/2015 15:48,Closed,HD,Ticket 1003,Tobias Rodriguez,Not billable,RPR-ClinPortal,11.87865049,16
1004,4/1/2015 15:58,Closed,HD,Ticket 1004,Tobias Rodriguez,Not billable,HealthStreet,11.735704,12
1005,4/2/2015 9:06,Closed,HD,Ticket 1005,Tobias Rodriguez,Not billable,CIDER,7.616542639,7
1006,4/2/2015 11:42,Closed,HD,Ticket 1006,Tobias Rodriguez,Not billable,ClinPortal,9.617325757,2
1007,4/2/2015 12:44,Closed,HD,Ticket 1007,Tobias Rodriguez,Not billable,ClinPortal,6.234532278,6
1008,4/2/2015 12:59,Closed,HD,Ticket 1008,Tobias Rodriguez,Not billable,ClinPortal,16.19598282,11
1009,4/2/2015 14:34,Closed,HD,Ticket 1009,Tobias Rodriguez,Not billable,ClinPortal,10.569524,1
1010,4/2/2015 14:48,Closed,HD,Ticket 1010,Tobias Rodriguez,Not billable,BioMS,1.523987723,30
1011,4/2/2015 14:48,Closed,HD,Ticket 1011,Tobias Rodriguez,Not billable,BioMS,13.47833988,30
1012,4/2/2015 15:22,Closed,HD,Ticket 1012,Tobias Rodriguez,Not billable,BioMS,7.149574288,0
1013,4/2/2015 15:42,Closed,HD,Ticket 1013,Tobias Rodriguez,Not billable,HealthStreet,17.60563067,21
1014,4/2/2015 15:47,Closed,HD,Ticket 1014,Tobias Rodriguez,Not billable,BioMS,19.53454727,26
1015,4/2/2015 15:56,Closed,HD,Ticket 1015,Tobias Rodriguez,Not billable,RPR-ClinPortal,6.580547001,19
1016,4/2/2015 15:59,Closed,HD,Ticket 1016,Tobias Rodriguez,Not billable,BioMS,3.77274849,22
